id,createdAt,text,source,latitude,longitude,userId,name,party,0
5.91E+17,Tue Apr 21 19:14:14 PDT 2015,The chances of the volleyball team winning tomorrow are equivalent to Hilary Clinton being the next president,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",39.605291,-84.223844,733523942,hillary clinton,democrat,-1
5.91E+17,Tue Apr 21 19:20:49 PDT 2015,@GOP when are you going to prosecute Hillary Clinton? I am waiting for an answer. Read Hillary's book....evidence. Show you aren't weak!,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",30.142448,-81.601317,528772511,hillary clinton,democrat,-1
5.91E+17,Tue Apr 21 19:22:05 PDT 2015,Why The Koch Brothers Want Scott Walker To Be President http://t.co/8y6GhnLB69 via @thinkprogress,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",34.067287,-84.209853,254264260,scott walker,republican,-1
5.91E+17,Tue Apr 21 19:22:59 PDT 2015,HILLARY CLINTON BARACK OBAMA MAKE THE WORLD TRAP OR DIE #TheAmericanDream,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",35.117011,-90.033358,911649871,hillary clinton,democrat,-1
5.91E+17,Tue Apr 21 19:25:45 PDT 2015,Hilary Clinton's sycophants are becoming increasingly hysterical in their attempts to discredit anyone who challenges her credibility.,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",39.948685,-82.993347,858600836,hillary clinton,democrat,-1
5.91E+17,Tue Apr 21 19:28:28 PDT 2015,Hey look it's Hillary Clinton mom and I in 1995 😅😅😅 http://t.co/HfLffZSwIx,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",37.181017,-95.298291,321409194,hillary clinton,democrat,-1
5.91E+17,Tue Apr 21 19:32:30 PDT 2015,Seriously though if given the choice between Waka and Ted Cruz give me Waka all day,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",38.216161,-85.701762,286329970,ted cruz,republican,0
5.91E+17,Tue Apr 21 19:33:23 PDT 2015,Vote for Sen Ted Cruz http://t.co/99Ju2mrMQI,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",41.900159,-84.033193,2799126875,ted cruz,republican,-1
5.91E+17,Tue Apr 21 19:35:59 PDT 2015,@rwxoxo what if in 2016 joe Biden just decides he's gonna bring back Rap City and host?,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",42.330775,-71.041223,91620105,joe biden,democrat,0
5.91E+17,Tue Apr 21 19:38:11 PDT 2015,Based on his campaign video I wouldn't even consider voting Waka Flocka for president. He still has my vote over Ted Cruz though.,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",29.38115,-95.022833,1518175015,ted cruz,republican,-1
5.91E+17,Tue Apr 21 19:51:54 PDT 2015,I'd vote for Waka Flocka any day over Hilary Clinton,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",44.983336,-93.238672,742084008,hillary clinton,democrat,0
5.91E+17,Tue Apr 21 19:53:35 PDT 2015,I'd vote for Waka Flocka any day over Hilary Clinton 😂�?�😙💨,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",44.983346,-93.238647,742084008,hillary clinton,democrat,-1
5.91E+17,Tue Apr 21 19:55:15 PDT 2015,@jjwills2 @AIIAmericanGirI @HillaryClinton @YourWhitrbee Scott Walker's throne of dem skulls would be complete w/HRC's at the very base.,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",42.488014,-83.162917,1568536284,scott walker,republican,-1
5.91E+17,Tue Apr 21 19:55:49 PDT 2015,I'd vote for Waka Flocka any day over Hillary Clinton 😂�?�😙💨,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",44.983284,-93.238842,742084008,hillary clinton,democrat,-1
5.91E+17,Tue Apr 21 19:56:23 PDT 2015,Rt for Beyoncé to be president and fave for Hilary Clinton to be president http://t.co/fudRUmlW1I,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",38.96884,-76.512822,303520915,hillary clinton,democrat,-1
5.91E+17,Tue Apr 21 20:01:21 PDT 2015,A man's dying wish was for us not to vote for Hillary Clinton.  I am going to be more than happy to honor his wish.,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",35.184393,-107.899833,64249447,hillary clinton,democrat,-1
5.91E+17,Tue Apr 21 20:01:38 PDT 2015,@megynkelly Kanye about as inspiring & musical as a Hillary Clinton speech.,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",42.488389,-83.163034,1568536284,hillary clinton,democrat,-1
5.91E+17,Tue Apr 21 20:02:06 PDT 2015,"I need to pull a Hillary Clinton out of my ass""","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",41.667837,-87.733654,25713102,hillary clinton,democrat,0
5.91E+17,Tue Apr 21 20:05:04 PDT 2015,Mom said she will vote waka flocka over Hillary clinton💀,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",32.897438,-96.581959,2172515642,hillary clinton,democrat,-1
5.91E+17,Tue Apr 21 20:05:12 PDT 2015,I rather live a cave than in a society ran either by waka flocka flame or Hillary Clinton,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",40.749531,-73.191518,561511910,hillary clinton,democrat,-1
5.91E+17,Tue Apr 21 20:08:20 PDT 2015,Jeb Bush https://t.co/tcbJJsZ2FH,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",39.725977,-82.546762,1219974955,jeb bush,republican,0
5.91E+17,Tue Apr 21 20:08:49 PDT 2015,Oh my god I was so wrong about Ted Cruz being my ironically favorite candidate #Waka2016,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",34.005862,-84.425754,164397116,ted cruz,republican,-1
5.91E+17,Tue Apr 21 20:10:25 PDT 2015,Jeb Bush's Favorite Part Of Obama's Presidency Is NSA Spying http://t.co/FvqR6g1szA,"<a href=""http://www.bubblelife.com"" rel=""nofollow"">BubbleLife</a>",32.783705,-96.807532,129940028,jeb bush,republican,0
5.91E+17,Tue Apr 21 20:12:20 PDT 2015,Waka Flocka Flame for president>Hilary Clinton,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",42.562026,-84.850939,505279194,hillary clinton,democrat,-1
5.91E+17,Tue Apr 21 20:12:27 PDT 2015,@RandPaul sir only way you can compete against MS Hillary Clintonis to not talk against her Young sir. #realtalk #keepitreal #dnellwatson,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",34.063228,-118.045802,18763425,hillary clinton,democrat,-1
5.91E+17,Tue Apr 21 20:17:48 PDT 2015,Bet Hillary Clinton is our next president..,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",41.349879,-83.131809,885526190,hillary clinton,democrat,-1
5.91E+17,Tue Apr 21 20:19:07 PDT 2015,Gutiérrez: 'President' Jeb Bush Best Chance To Pass Immigration - http://t.co/mSYkCkpubm via @BreitbartNews not an endorsement Bush wanted.,"<a href=""https://twitter.com/download/android"" rel=""nofollow"">Twitter for Android Tablets</a>",32.107649,-110.794916,540295089,jeb bush,republican,-1
5.91E+17,Tue Apr 21 20:19:28 PDT 2015,Waka would still probably be a president than Hillary Clinton😂,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",42.678158,-87.803686,567739944,hillary clinton,democrat,-1
5.91E+17,Tue Apr 21 20:20:48 PDT 2015,Waka would still probably be a better president than Hillary Clinton.,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",42.678062,-87.803562,567739944,hillary clinton,democrat,-1
5.91E+17,Tue Apr 21 20:21:05 PDT 2015,Hillary Clinton looks like a Who from Whoville,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",40.636693,-74.109909,433865792,hillary clinton,democrat,-1
5.91E+17,Tue Apr 21 20:21:34 PDT 2015,Jeb Bush staying on campaign sidelines -- but not for long? #FoxNews,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",30.064535,-99.116202,216402324,jeb bush,republican,-1
5.91E+17,Tue Apr 21 20:21:50 PDT 2015,Waka Flocka is a better candidate than Hillary Clinton will ever be,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",33.085706,-83.2237,552203875,hillary clinton,democrat,-1
5.91E+17,Tue Apr 21 20:22:49 PDT 2015,"@SnarkyDemo @PoliticalBee Jeb Bush: FLORIDA & NATIONAL (FAMILY OF &) ""LOSER OF THE 3RD. GENERATION""! HE DOES OK ALONE AS A ""LOSER""!","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",25.890776,-80.363125,15886135,jeb bush,republican,-1
5.91E+17,Tue Apr 21 20:23:43 PDT 2015,No presidential candidate has more experience than Hillary Clinton I may not agree politically with her but it's the truth,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",42.723676,-87.790667,597074102,hillary clinton,democrat,-1
5.91E+17,Tue Apr 21 20:25:24 PDT 2015,If Hilary Clinton gets elected im going jihad.,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",36.000665,-80.050834,382290824,hillary clinton,democrat,-1
5.91E+17,Tue Apr 21 20:25:39 PDT 2015,No presidential candidate has more experience than Hillary Clinton I may not agree politically with her but it's the truth @SamAdamek,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",42.723819,-87.790939,597074102,hillary clinton,democrat,-1
5.91E+17,Tue Apr 21 20:26:19 PDT 2015,Hillary Clinton Wrong On Family’s Immigration History Records Show http://t.co/gfUNTOW1fR via @BuzzFeedAndrew @buzzfeednews,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",36.630336,-87.43327,192072156,hillary clinton,democrat,-1
5.91E+17,Tue Apr 21 20:26:31 PDT 2015,Scott walker is a snake,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",44.848106,-93.79324,1263729667,scott walker,republican,0
5.91E+17,Tue Apr 21 20:28:29 PDT 2015,@goldiewhoopberg Hillary Clinton,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",35.072496,-80.779775,2218496289,hillary clinton,democrat,0
5.91E+17,Tue Apr 21 20:35:12 PDT 2015,@58Bjh @TheRedPillPC Will you support Ted Cruz for GOP nomination 2 stop us Libs from saving what's left of the middle class? Please? ??,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",32.82825,-97.078663,1129784586,ted cruz,republican,-1
5.91E+17,Tue Apr 21 20:36:47 PDT 2015,My ACT score is higher than Hillary Clinton's.... I should run for president. https://t.co/Tx3xIFjkBl,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",40.270264,-111.649945,592601543,hillary clinton,democrat,-1
5.91E+17,Tue Apr 21 20:39:12 PDT 2015,Waka flocka might not be the best president but damn sure better then Hilary Clinton,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",26.230975,-80.209961,2298543349,hillary clinton,democrat,-1
5.91E+17,Tue Apr 21 20:39:36 PDT 2015,Remember when Ted Cruz made a joke about spousal abuse. #PeiceOfTrash #Flocka2016 https://t.co/kBMyR4Yfvt,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",34.128994,-118.031398,154568827,ted cruz,republican,0
5.91E+17,Tue Apr 21 20:41:23 PDT 2015,I'm sorry but Ted Cruz looks like an evil muppet used to scare little children into behaving. #TheDailyShow,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",45.429657,-75.729613,1362087992,ted cruz,republican,-1
5.91E+17,Tue Apr 21 20:42:02 PDT 2015,Scott Walker: Texas Ranger #DepressingTVReboots @midnight,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",39.242011,-76.821762,17860204,scott walker,republican,0
5.91E+17,Tue Apr 21 20:46:02 PDT 2015,If Hillary Clinton gets elected president ill just stay in Spain I wont come home to a country led by that when I can stay in Barcelona �?,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",33.133472,-97.035636,420066117,hillary clinton,democrat,-1
5.91E+17,Tue Apr 21 20:51:48 PDT 2015,Hilary Clinton 🙌 https://t.co/jQIxtx5pYE,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",31.112263,-97.365935,1124052769,hillary clinton,democrat,0
5.91E+17,Tue Apr 21 20:54:51 PDT 2015,Twitter shows that if Waka Flocka really did run for president  he would stomp Hillary Clinton. He's got 29k rt's while she's got 2000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",38.213468,-85.759099,336322194,hillary clinton,democrat,-1
5.91E+17,Tue Apr 21 21:01:39 PDT 2015,I scored higher on the ACT than hilary clinton and bush but not waka flocka flame wtf,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",33.676274,-117.778683,2752944173,hillary clinton,democrat,-1
5.91E+17,Tue Apr 21 21:02:23 PDT 2015,"@NoChillPosts I'm not sure who ""JED"" bush is but I know Jeb Bush is a potential candidate.","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",39.746549,-94.819881,117612130,jeb bush,republican,-1
5.91E+17,Tue Apr 21 21:02:27 PDT 2015,they said if hilary clinton was to be president she making weed illegal again i was dead 😂😂,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",38.885207,-76.922203,2596072707,hillary clinton,democrat,-1
5.91E+17,Tue Apr 21 21:06:40 PDT 2015,@_Vinny_G_ same with Hilary Clinton,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",40.593178,-74.327407,363963785,hillary clinton,democrat,0
5.91E+17,Tue Apr 21 21:08:14 PDT 2015,TED CRUZ' DAD FOUGHT FOR FIDEL CASTRO IN THE CUBAN REVOLUTION. HIS DAD WAS A KNOWN COMMUNIST,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",29.991995,-95.493517,2864024262,ted cruz,republican,-1
5.91E+17,Tue Apr 21 21:09:52 PDT 2015,my neck. my back. hillary clinton caused benghazi's attack,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",36.035355,-114.989138,212716460,hillary clinton,democrat,-1
5.91E+17,Tue Apr 21 21:09:54 PDT 2015,y'all talking abt voting for hillary clinton and don't even know if she a democrat or republican 😒,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",30.543788,-91.199643,2236699978,hillary clinton,democrat,-1
5.91E+17,Tue Apr 21 21:13:00 PDT 2015,Hillary Clinton was Barack Obama before he was Barack Obama. Do we really want to hand our grandkids a $50000000000000 debt between them,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",34.548132,-117.342921,151706971,hillary clinton,democrat,-1
5.91E+17,Tue Apr 21 21:14:35 PDT 2015,#DescribeHeavenIn5Words seasoned strong patronly Joe Biden,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",39.760914,-104.995937,821820018,joe biden,democrat,0
5.91E+17,Tue Apr 21 21:17:24 PDT 2015,Hillary Clinton Calls For 'Toppling' The 1 Percent http://t.co/Rq9qSWqMwL via @HuffPostPol,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",40.685434,-73.961316,21685644,hillary clinton,democrat,-1
5.91E+17,Tue Apr 21 21:22:21 PDT 2015,Hillary Clinton Flies First Class Back to Washington http://t.co/GpQ7BYreLY just like the #AverageAmerican? #Hillary is a phony bad joke.,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",26.09166,-80.266977,862491750,hillary clinton,democrat,-1
5.91E+17,Tue Apr 21 21:32:31 PDT 2015,Even as a joke the fact that people would rather have waka flacka flame be president before Hilary Clinton says something.,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",42.673657,-82.741607,346645113,hillary clinton,democrat,-1
5.91E+17,Tue Apr 21 21:32:52 PDT 2015,Waka Flocka > Hilary Clinton,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",43.069526,-89.403459,242522144,hillary clinton,democrat,0
5.91E+17,Tue Apr 21 21:41:53 PDT 2015,@KLSouth I am fed up with big money telling me who to vote for. Jeb Bush is a damn phony. McCain here in Az a tired retread. Enough.,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",33.594474,-111.979366,37362713,jeb bush,republican,-1
5.91E+17,Tue Apr 21 21:43:36 PDT 2015,@timodonnell14: Ted Cruz Exposes the Amnesty Bill... $5000 Penalty for Hiring Citizens O... https://t.co/hY9jkikCr0 via @YouTube,"<a href=""https://twitter.com/download/android"" rel=""nofollow"">Twitter for Android Tablets</a>",35.569668,-97.034302,538455539,ted cruz,republican,-1
5.91E+17,Tue Apr 21 21:44:41 PDT 2015,Get Smart Ted Cruz. #DepressingTVReboots @midnight,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",41.299809,-96.133119,358511059,ted cruz,republican,0
5.91E+17,Tue Apr 21 21:50:26 PDT 2015,We have Hillary Clinton and fucking Waka Flocka running for president. What a joke. God bless this country #MovingToCanada,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",42.079308,-72.598582,233012958,hillary clinton,democrat,-1
5.91E+17,Tue Apr 21 21:56:08 PDT 2015,Rick Perry - Best leader assembling the best team.  @GovernorPerry #Perry2016 @Avik @McCloskeyAbby @BrettFetterly http://t.co/vqmzxfYQUS,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",34.132264,-118.353741,69768385,rick perry,republican,-1
5.91E+17,Tue Apr 21 21:56:38 PDT 2015,Hillary Clinton was so up in arms about Mitt Romney's tax returns but she is so shady she doesn't want to say where her donations are from??,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",40.52421,-104.995224,418400448,hillary clinton,democrat,-1
5.91E+17,Tue Apr 21 21:59:52 PDT 2015,But than again Hilary Clinton isn't any better..... Lol,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",41.699923,-83.638796,465016082,hillary clinton,democrat,-1
5.91E+17,Tue Apr 21 22:06:07 PDT 2015,Hillary Clinton A Bitch #wakaflockapresident 😂😂😂,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",34.415305,-117.250276,2311014937,hillary clinton,democrat,-1
5.91E+17,Tue Apr 21 22:07:42 PDT 2015,Hilary Clinton is a baller,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",33.71339,-116.363414,2285402802,hillary clinton,democrat,0
5.91E+17,Tue Apr 21 22:12:54 PDT 2015,People think Obama is bad? If Hillary Clinton wins the election we're fucked. #MovingToCanada,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",40.416657,-120.642772,1457839002,hillary clinton,democrat,-1
5.91E+17,Tue Apr 21 22:27:31 PDT 2015,I think it's funny how people don't believe Hilary Clinton is my cousin😂😂😂,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",35.399691,-118.960495,2180668514,hillary clinton,democrat,-1
5.91E+17,Tue Apr 21 22:30:54 PDT 2015,I honestly don't see why everyone is so angry that Hillary Clinton is running for president. Just don't vote for her..?,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",36.300594,-82.372612,2945845986,hillary clinton,democrat,-1
5.91E+17,Tue Apr 21 22:32:43 PDT 2015,Hillary Clinton a thot,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",33.960676,-117.430515,434698319,hillary clinton,democrat,0
5.91E+17,Tue Apr 21 22:34:53 PDT 2015,He just never shows up for meetings but WTF do I know?! I nominated Sarah Palin for Veep once. 😆😆😆🇺🇸 https://t.co/IZ2nengAsl,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",29.463031,-98.506857,15998041,sarah palin,republican,-1
5.91E+17,Tue Apr 21 23:10:17 PDT 2015,#BeforeThisGameIsOver Hillary Clinton's granddaughter will be a presidential candidate.,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",40.92089,-74.01935,212264238,hillary clinton,democrat,-1
5.91E+17,Tue Apr 21 23:14:55 PDT 2015,Change THEM RECORDS BURN THEM MAKE IT UP THEIR WAY.TEXAS IS NOTORIOUS. KNOWN FOR BEING A LYING STATE RIGHT RICK PERRY.GREG ABBOTT REALISSUES,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",32.795268,-96.810797,3135578111,rick perry,republican,-1
5.91E+17,Tue Apr 21 23:28:48 PDT 2015,Somebody tell that whench Lindsey Graham not to bother joining the 2016 Race. Husband John McCain didn't fare well & Graham won't either.,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",40.332241,-79.846932,1414627170,lindsey graham,republican,-1
5.91E+17,Tue Apr 21 23:39:00 PDT 2015,Waka Flocka > Hilary Clinton,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",34.032372,-117.687755,228886592,hillary clinton,democrat,0
5.91E+17,Tue Apr 21 23:40:05 PDT 2015,Let's save America don't vote for Hillary Clinton in 2016 #HillaryClinton=the end of the USA!!,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",35.27774,-81.059256,1054395824,hillary clinton,democrat,-1
5.91E+17,Tue Apr 21 23:46:41 PDT 2015,Lets not make Hilary Clinton happen.,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",34.186441,-118.442141,2681458969,hillary clinton,democrat,-1
5.91E+17,Wed Apr 22 00:38:07 PDT 2015,Hillary Clinton 2016 | Jim Carrey GAG: https://t.co/bkFxRqpF7W @WayneHershelman THIS. 😂,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",42.073749,-80.092915,729128497,hillary clinton,democrat,-1
5.91E+17,Wed Apr 22 00:40:25 PDT 2015,Most shamelessly corrupt candidate in a century...but we REALLY need to know if Ted Cruz would go to a gay wedding. https://t.co/13zjjsZjo8,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",39.611482,-104.800985,320370596,ted cruz,republican,-1
